0.000000000000000000e+00	-6.913348339891121075e-01	1.645852424970214001e+00	-4.487238408389506578e-02	-7.158771635073547523e-01	-1.851915684500683223e+00	9.442597304809290104e-02	-8.802668325021524298e-01	8.673043860387421589e-01	-4.589787611409090196e-01	-2.999939260414849485e-01	-5.564580818933031470e-01	-1.519083439610922071e-01	-7.812247733278758766e-01	-1.544956085448273564e+00	1.042321581198727198e+00	-1.451015395012072329e+00	1.575893264316514442e+00	-1.242666380388677716e+00	2.125986855699046052e-01	2.365507890835757188e+00
1.000000000000000000e+00	4.048291747281005382e-01	1.524126360982648865e-01	-7.958295228632902285e-01	-1.332580908918203910e+00	1.577551731807352198e+00	-7.894609316401868249e-01	-9.164237806126598329e-01	1.223130440250681739e+00	-3.492681871586753029e-01	-2.001786400327041360e+00	-9.993730973949200846e-01	1.678692044305761577e+00	-1.530250827693231952e-01	-1.333499822651584177e+00	1.172881823500460996e+00	-6.052803287448837999e-01	-2.440897598735141949e-01	-3.473108624825869128e-01	1.571666901323132692e-01	-6.938906894151095628e-01
1.000000000000000000e+00	8.849132367677907673e-01	-4.391220217866269593e-01	-8.951589505552434156e-01	5.613940028182563546e-01	-3.513181777424900787e-01	1.805734865808770184e+00	-3.564445247100364034e-01	5.808049221787462413e-01	2.162645914817229453e+00	-2.841500497779263501e-01	8.810191578838310056e-01	8.601888077500241536e-01	9.256181196667530309e-02	1.424303727012912468e-01	-6.124486833295996746e-01	-7.777020972850111624e-01	-2.182653013982035706e+00	-7.846979590800243209e-02	1.028999000344052117e+00	4.973209250534408321e-01
1.000000000000000000e+00	1.318589708559170015e+00	-1.003891938847373710e+00	7.571011801345597370e-01	2.169452051311555607e+00	-1.590815241873676067e+00	6.861785193648347603e-01	1.744696074701200528e-01	-6.755843155874255990e-01	1.118649348289631612e-01	-1.262953330069095159e+00	-1.225070426518585665e+00	-4.295364557671659256e-01	-2.219057737477472814e-01	8.885926720061603223e-01	5.738954495353412177e-01	1.059038606098108293e+00	1.222214680141450627e+00	-1.360533465400527664e+00	-1.008682928644072607e+00	-9.914576180099570202e-01
0.000000000000000000e+00	-8.628026874823505610e-01	-1.014981850631388127e+00	-9.258083159727211742e-01	5.998891604524437815e-01	5.378262316868029913e-01	-1.662017468075157156e+00	-1.222377930040391414e-01	1.353621721495063823e-01	-1.131915209929352351e+00	-4.998754208009614231e-01	-1.396029824837008215e+00	9.407145257791730275e-01	-2.196938805106085080e-01	4.334535420490889801e-01	-1.057195691052373210e+00	1.144119176584995623e+00	1.744999080785040735e-01	4.499848868234832544e-01	-1.473971978056010768e+00	-2.263799729522606996e-01
1.000000000000000000e+00	-7.298249191736313479e-01	5.576846581785167567e-01	-6.747151341924999546e-01	4.008421909638045233e-01	-3.579248807000431354e-01	2.825781496529315359e-02	-3.980323004421002508e-01	1.364187372740336857e+00	-5.183196723004321882e-01	-1.868826332973970994e-01	-6.504067225542102815e-01	-2.254291667469261018e+00	-1.064184275267488600e+00	5.590953515717627109e-01	-9.231005217238008598e-01	-1.546649701464934967e-01	3.619782981193728211e-01	-9.452280408947673074e-01	1.650204099159981119e+00	-1.156326549058517950e+00
0.000000000000000000e+00	4.839876294908868615e-01	-6.518323054881091094e-01	-7.770477503930717234e-01	4.490280974279809989e-01	1.024596326994209550e+00	8.120273201873140501e-01	-3.650727542216958277e-01	-4.050552481972521934e-01	1.123549259600398642e+00	5.172978091814942614e-01	6.320556497306452082e-01	9.506305689606926734e-02	-1.039186534946406892e+00	-3.728290984434410871e-01	2.075922010780882898e-01	-2.266911257760438225e+00	-3.554613248079956933e-01	7.120776630711095345e-01	-1.185654739192242069e+00	3.209895454082699606e-01
0.000000000000000000e+00	4.238091959275376575e-02	-8.041351454810569815e-03	-1.078569933611509858e-02	5.989188028474144998e-01	1.050861234444533387e+00	5.975270816782968231e-01	-4.019635192619219199e-01	-5.161534596985762890e-01	6.339513719527655189e-01	2.307251090496191814e-01	-9.516258426976682561e-01	-1.189937758600850159e+00	1.044178031161530740e+00	2.509642821892354103e+00	1.296101566043596220e-01	-1.981116035036726425e-02	-4.583793866474293426e-03	4.115434834261557651e-01	-1.805640062381320465e+00	-1.054508077168791358e+00
0.000000000000000000e+00	-1.450640714861193725e+00	1.964797677041283386e+00	-9.574608734508550656e-01	-1.037717850990817370e+00	-6.233877317794542794e-01	4.468879010083354753e-01	1.242521927468346776e+00	7.471877794505674686e-01	-1.792349964828185760e+00	-1.292139846218919974e+00	-5.107105213704642432e-01	-1.520090685792484519e+00	-1.059148228517198698e+00	6.408647506877552802e-01	1.248193475015645267e-02	9.263647991468301202e-01	1.406877884725477035e+00	-5.284467917533549469e-02	4.832322657945802291e-01	1.220007098117831951e-01
0.000000000000000000e+00	1.195396348709835355e+00	-9.031816878739781229e-01	5.557909177882018881e-01	-5.230425409553310923e-01	5.877539728460090540e-01	1.092005035378490918e+00	-3.566166632096588462e-01	7.803218931328254060e-01	-3.907318180880712810e-01	6.065294404046085441e-01	-1.817376388323616587e-01	2.251291242464670828e-01	-6.635783888610761183e-01	1.303414507107351072e-01	-5.681761356437697863e-01	-2.865343147567571136e-01	4.447377037709575598e-01	9.122695167012006001e-01	-3.553329462649217341e-01	1.312532438960388737e+00
1.000000000000000000e+00	-1.110531971910932114e+00	5.941779536817879404e-01	-6.278619808426599835e-01	2.079574332210263610e-01	1.075545639918520369e+00	-9.976566572727021270e-03	-6.266963967519538492e-02	1.179483343921413629e+00	-1.024716833055033360e+00	-1.048971135837887925e+00	-3.913738230591607414e-01	-3.194418536105932405e-01	-8.766244381000869446e-01	-6.755838020063134053e-01	1.534603740458386989e+00	4.546866456758673070e-01	-7.913988977992691964e-01	4.160944868639838146e-01	-4.216384661313373750e-01	-3.326262152148319606e-02
0.000000000000000000e+00	-1.633576846100567304e+00	1.769461259303010792e+00	6.080835026697607448e-01	-1.292605671916557779e-02	-1.760051248321672146e+00	1.488806668018355372e+00	-9.791387845981429638e-01	-1.322496905407346324e+00	1.078256572415141834e+00	-6.858121376228627497e-01	-2.632624575430813629e-01	8.854802722615287003e-01	-7.607398015301317651e-01	1.582375839004468432e+00	-2.354484656803307097e+00	-1.374814066910820809e-01	4.182911232743763419e-01	-1.823967870330396590e-01	1.187128937074656942e+00	4.805761654189111276e-01
0.000000000000000000e+00	1.380043874077922506e-01	-1.814143005483896676e-01	-8.468652537348612119e-01	3.302651773715547523e-01	1.081700496172524062e+00	1.205962384495981476e+00	-9.188571493832572434e-01	-1.240358749567977426e-01	-2.179660947853316044e-01	4.747421583589369470e-02	-1.480481360646475619e-01	8.504631861303039997e-02	-3.450284615768103164e-02	1.944097503729740051e-02	8.379597156999329943e-02	-1.684172624101599736e-01	2.949868874678114872e-01	1.375887056257371288e+00	-1.394486927648177499e-01	1.074800232945857248e+00
1.000000000000000000e+00	-2.124156393848277702e+00	-7.354042532198915016e-02	-1.348849743696064030e+00	-1.572715747302737999e+00	-1.907874173797154516e+00	2.793133149846545593e-01	6.765892306616304586e-01	9.829121676096411742e-01	1.193729649216254962e-01	-1.277902553057529422e+00	1.436151969738595213e-01	5.403034198825595880e-01	-1.492328485190188014e-01	-8.499193689108542893e-01	1.226288819453889428e-01	7.407721990902204068e-01	-1.890237966763572919e+00	4.439722496901375437e-01	-4.984885012848747632e-01	-6.335374957689942077e-01
0.000000000000000000e+00	1.273369199743006108e+00	2.041402145075653096e-01	-1.177668819778647236e-01	-1.457927555075917980e-01	4.720164693559770197e-01	2.602349046478381611e-01	-7.397032122106418361e-01	-1.410639106168865897e+00	1.259964295836373038e+00	-1.377073249811014977e+00	1.388348058962686871e+00	3.107151173867522473e-02	-1.964930549984922559e+00	-2.355991610545793868e+00	-1.089518793540761532e+00	-1.072708828877231291e+00	-3.042040948037181836e-01	-1.505560818448503424e+00	-1.126910002568203950e+00	3.404499328241790135e-01
1.000000000000000000e+00	6.863104829814890007e-01	2.975665429454859429e-02	6.197879143836546589e-01	-1.718499242448636721e+00	4.635205311660816618e-01	1.888101266835525982e-01	9.060550428662558220e-01	6.306066916640811204e-01	1.177676320795069342e+00	-1.614167815585884513e+00	1.587712709735788819e+00	3.406259971340384052e-01	-8.234771170644771265e-01	-1.433662863303839741e+00	6.928473271330980454e-01	5.563147642205734655e-01	5.151704303382609318e-02	-1.860686843195994145e-01	4.099527441907518388e-01	-8.989199468995692222e-01
0.000000000000000000e+00	3.079208212391694732e-01	5.201408150714412759e-01	-9.716696961961572843e-01	1.681226708444747975e-01	1.643278395868245312e+00	6.189408363491763487e-02	1.685188668773043019e-01	-1.024615792331765363e+00	-1.351837444268169763e+00	6.330467707683098411e-01	2.892626915578961899e-01	-8.518418189823528941e-01	-1.293763496326579276e-01	7.941443368259791524e-02	-7.691490882382058247e-01	-4.948993966311267534e-01	-5.099771407177996485e-01	7.740357287507513284e-01	5.175100175943725400e-01	-1.278769206854868168e+00
1.000000000000000000e+00	5.960595807568298543e-01	3.840833622322171736e-01	5.282860145500968274e-01	1.121559484283837893e+00	7.356781440345707690e-01	-1.111893922790279543e+00	-1.215563812348611439e+00	-2.565653079011234183e-01	-7.160613699008190336e-01	4.225896558831365724e-01	-2.945210343743439041e-01	7.622970967014262023e-01	1.064070840667609374e+00	-4.199306740156059647e-01	-9.369030123287576117e-01	-4.837392867917663652e-01	-7.848751559687232593e-01	-2.969639487140987022e-01	-8.543910920755160010e-01	8.182346628174269609e-01
0.000000000000000000e+00	-8.059341832465150013e-01	-1.814336228811241014e+00	3.003193682728101388e-01	-3.785999500276350238e-01	8.134288576135267901e-01	7.132959767089417369e-01	7.712998819141601015e-01	2.005481075042933714e+00	-1.148354085630375110e+00	-7.631157425806999184e-01	-7.211126339779898586e-01	-3.888700726913105754e-01	1.046060227516105501e+00	-1.614061728118015293e-01	-1.843862390311009625e-01	1.642434601528804661e-01	-4.551801383611115415e-01	2.162772809052074585e+00	8.712651138343350254e-01	9.714307952774450250e-01
